,account_name,username,post_date,tweet,emojis,reply_count,retweet_count,like_count
190,NU Kota Kediri,@NuKotaKediri,2021-11-24T04:13:19.000Z,"PMII Rayon As Syafii adakan feminity discusion untuk penyadaran kekerasan seksual di kampus
nukotakediri.or.id
PMII Rayon As-Syafi’i Adakan femininity discusion Untuk Penyadaran Kekerasan Seksual Di Kampus - NU...
Nukotakediri.or.idP Pengurus Rayon(PR) Pergerakan Mahasiswa Islam Indonesia(PMII) As-Syafi'i Komisar",,0,0,0
191,gendon,@herusul77871262,2021-11-24T03:53:23.000Z,"3. Merujuk pada survei th 2020, sebanyak 77% dosen di Indonesia mengatakan kekerasan seksual pernah terjadi di kampus kampus, akan tetapi 63% Korban diantaranya tidak berani melaporkan kejadian tersebut, Krn anggapan stigma negatif

Puanesia
#WaspadaKekerasanSeksual
3
41
48",,3,41,48
192,Jawa Pos,@jawapos,2021-11-24T03:45:02.000Z,"Mencuat Kasus Kekerasan Seksual di Kampus, Ini Langkah Poltrada Bali
radarbali.jawapos.com
Mencuat Kasus Kekerasan Seksual di Kampus, Ini Langkah Poltrada Bali
direktur kampus politeknik transportasi darat (poltrada) bali efendhi prih raharjo sedang menyusun aturan turunan terkait kekerasan seksual di kampus.",,0,0,0
193,Halimah,@Imah041,2021-11-24T03:33:12.000Z,"#Opini 
#MuslimahNewsCom — Menilik sikap tangan besi Pemerintah dalam menerapkan Permendikbud 30/2021, sebenarnya target apa yang ingin diraih? Benarkah sikap garang Pemerintah ini demi membela para korban kekerasan seksual di kampus dan mencegah kasusnya kian meningkat?
1
1
1",,1,1,1
194,Ijo Bhejo 045,@Mr_Khepo,2021-11-24T03:28:50.000Z,"Dan inienjadi keprihatinan bersama, Puanesia. Bagaimana tidak berdasarkan survey tahun 2020, 77% dosen di Indonesia katakan bhwa kekerasan seksual terjadi di kampus. Sedihnya 68% tak pernah melaporkan krn khawatir adanya stigma negatif. 
Puan Maharani 
#WaspadaKekerasanSeksual
2
41
43",,2,41,43
195,ZA,@Malachai____,2021-11-24T00:58:45.000Z,"Sebenarnya kalau mau diulik lebih dalam, hampir semua kampus pasti ada kasus kekerasan seksual didalamnya. Namun, dari semua yg dilaporkan penanganannya hanya sampai pada pemberian sanksi berupa teguran atau penurunan jabatan dan tidak sampai pada ranah hukum.
AREA JULID
@AREAJULID
 · Nov 20
Dis! Sumpah kaget banget baca beritanya, ga nyangka kampusku ini 
1",,0,0,1
196,Now_or_never,@sillygomb,2021-11-24T00:00:55.000Z,"Pelecehan seksual di kampus bakal banyak sih, sekolah menengah aja yg ketat jam belajarnya aja ada aja yg mesum, apalagi bebas sampe nginep di kostan temen.",,0,0,0
197,BKMI UNTAN Pontianak,@ldkbkmiuntan,2021-11-23T23:36:12.000Z,"Kejahatan Seksual dikampus kampus Indonesia saat ini sangat mengkhawatirkan. 
Permendikbud No. 30 tahun 2021 sampai detik ini masih menjadi perdebatan yang menumbuhkan pro kontra di kalangan masyarakat. 
Atas dasar itu, maka Puskomnas Indonesia menyatakan sikap atas hal tersebut.
1",,1,0,0
198,Nandi Së,@nandisela,2021-11-23T22:44:18.000Z,"Replying to 
@geloraco
Harusnya tak perlu permendikbud untuk kejahatan kekerasan seksual, sudah bisa dipidana perkosaan. Justru dengan permendukbud yg baru, Guru Besar itu boleh berhubungan seks di kampus jika suka sama suka.",,0,0,0
199,Koran Tempo,@korantempo,2021-11-23T20:11:09.000Z,"Sejumlah korban pelecehan seksual di kampus mulai berani bicara. Maraknya kasus ini diyakini sebagai fenomena gunung es. https://koran.tempo.co/read/nasional/469772/korban-pelecehan-seksual-di-kampus-ramai-ramai-angkat-bicara?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit… #KoranTempo
koran.tempo.co
Korban Pelecehan Seksual di Kampus Ramai-ramai Angkat Bicara - Nasional - koran.tempo.co
Sejumlah korban pelecehan seksual di kampus mulai berani bicara. Maraknya kasus ini diyakini sebagai fenomena gunung es.
6
5",,0,6,5
200,Koran Tempo,@korantempo,2021-11-23T20:11:07.000Z,"Banyaknya peristiwa kekerasan seksual di UI mendorong lembaga kemahasiswaan turun tangan mengadvokasinya. Pihak UI baru menyusun aturan khusus penanganan kekerasan seksual di kampus.   https://koran.tempo.co/read/nasional/469776/ui-susun-aturan-khusus-penanganan-kekerasan-seksualdi-kampus?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit… #KoranTempo
koran.tempo.co
UI Susun Aturan Khusus Penanganan Kekerasan Seksual di Kampus - Nasional - koran.tempo.co
Banyaknya peristiwa kekerasan seksual di UI mendorong lembaga kemahasiswaan turun tangan mengadvokasinya. Pihak UI baru menyusun aturan khusus penanganan kekerasan seksual di kampus.  
2
3",,0,2,3
201,KoyoSalonpas,@idpasssayangku,2021-11-23T20:03:16.000Z,"Replying to 
@Sineasm1
 and 
@collegemenfess
Coba cek isi PP muhamadiyah yg kontra dan melakukan penolakan thdp PERMENDIKBUD tersebut, padahal kalo PERMENDIKBUD itu dibuat karena emg udh gencarnya pelecehan seksual di kampus.",,0,0,0
202,sasa,@sasassie,2021-11-23T17:53:01.000Z,"EH TADI gue kelas bu dosen mention pelecehan seksual di lingkungan kampus tempat beliau kuliah dulu, beliau bilang 'udah sempet kedenger desas desusnya' cm gue lupa beliau bilang apa ya... kayanya ink kayanya 'tp yaudah gitu aja gaada lanjutannya, kaya ilang aja kasusnya'",,0,0,0
203,v`sebesTy,@happymealkita,2021-11-23T17:35:01.000Z,"update sw ttg pelecehan seksual di kampus, doi lgsg komen gt trs panik takut gw jadi korban. alhamdulillah gapernah dan semoga selalu terhindar aamiin",,0,0,0
204,Elen Oktavia,@elenoktaviaaa,2021-11-23T17:31:47.000Z,"Permendikbudristek Kekerasn Seksual akhirnya kayak membuka perlahan keberanian korban-korban KS di kampus. Dan tadaaaaa ini dia kita panggilkan figur-figur predator kekerasan seksual di perguruan tinggi.
Ibnu Tasrip al-Wibuwi
@IbnuTasrip
 · Nov 21
>Kasus kekerasan di kampus oleh guru besar UI
>Cuma jadi gosip selama bertahun2 >Bakalan dispill semuanya satu2 oleh satgas
>Adanya permendikbudristek 30
>The iceberg has cracked
Show this thread",,0,0,0
205,IDEALOGIS MEDIA,@IdealogisMedia,2021-11-23T11:40:16.000Z,"Hi Ideafams! Pasangan selebriti Raisa dan Hamish Daud turut mendukung peraturan baru dari Kemendikbudristek mengenai pencegahaan kekerasan seksual di kampus. 
#permendikbud30 #kekerasanseksual 
@raisa6690
 @hamishdw
idealogismedia.com
RAISA DAN HAMISH DUKUNG ANTI KEKERASAN SEKSUAL - IdeaLogis
Ideafams, kasus kekerasan seksual selalu terjadi setiap tahunnya di lingkungan perguruan tinggi atau universitas. Menanggapi hal ini akhirnya
4",,0,0,4
206,Zigi,@Zigidotid,2021-11-23T11:01:03.000Z,"http://ZIGI.ID: Sederet selebriti Indonesia mendukung Permedikbud 30 tentang pencegahan dan penanganan kekerasan seksual di kampus.
hits.zigi.id
10 Selebriti Dukung Permendikbud 30, Anti Kekerasan Seks di Kampus
Sederet selebriti Indonesia mendukung Permedikbud 30 tentang pencegahan dan penanganan kekerasan seksual di kampus.",,0,0,0
207,Saniscawara,@a_cinderakasih,2021-11-23T10:59:43.000Z,"Sejak pertengahan tahun dan sebelum permendikbud ppks, di kampus udah ada delik aduan. Meski enggak spesifik untuk kekerasan seksual tapi udah jadi langkah awal yang baik dari kampus. 
Catch Me Up!
@catchmeupid
 · Nov 22
Setelah menuai pro dan kontra, Permendikbud PPKS udah resmi berlaku nih gengs. 

Makin ke sini, ternyata makin banyak korban yang akhirnya muncul dan melapor Simak yuuuuk update lengkapnya!
Show this thread
1
2",,0,1,2
208,Sekolah Mahasiswa Progresif,@mudamembebaskan,2021-11-23T10:59:42.000Z,"Jangan lewatin yoo, nanti malem jam 7 ngobrol bareng kawan 
@sebenarnyaintel
@korantempo
 ngomongin soal 'gunung es' kasus kekerasan seksual di kampus. 
@unang_sunarno
@Lini_ZQ
@krpi_indonesia
@FsbnK
@
Koran Tempo
@korantempo
 · Nov 23
Kekerasan seksual kian marak di sejumlah kampus di Tanah Air. Sebagian besar kasus tidak terungkap karena korban takut melapor. Siapa saja pelakunya? 

Mari membicarakannya di sini, bersama @indinding, @sayashintasaja, dan @sebenarnyaintel. Sampai jumpa. https://twitter.com/i/spaces/1OyKADXBydNxb…
Ended·Koran Tempo
Predator Seks Berkeliaran di Kampus
Space ended
1
1",,0,1,1
209,ラニ ヨシリア,@ranyosli,2021-11-23T10:46:22.000Z,"Replying to 
@IbnuTasrip
Tapi ini bener banget sih, gw pernah dapet pelecehan seksual dilingkungan gw kerja yg which is itu lingkungan kampus ya, ada rekan kerja gw yg udah cukup berumur, baru pertama kali ketemu, dia dipindahkan ke unit kerja gw, dia baru kenal terus langsung tepuk-tepuk bokong gw.
1",,1,0,0
210,Koran Tempo,@korantempo,2021-11-23T10:37:28.000Z,"Kekerasan seksual kian marak di sejumlah kampus di Tanah Air. Sebagian besar kasus tidak terungkap karena korban takut melapor. Siapa saja pelakunya? 

Mari membicarakannya di sini, bersama 
@indinding
, 
@sayashintasaja
, dan 
@sebenarnyaintel
. Sampai jumpa.
Ended·Koran Tempo
Predator Seks Berkeliaran di Kampus
Space ended
2
55
95",,2,55,95
211,angkasaaa,@xflyshit,2021-11-23T10:35:38.000Z,"Replying to 
@catchmeupid
kalo masalah suka sama suka, itu urusan pribadi ga si? kecuali kalo ngelakuinnya di kampus. jadi ya maksud pemerintahkan menghukum pelaku kekerasan seksual. sedangkan yang mantap-mantap atas dasar suka sama suka mah udah lain lagiceritanya.",,0,0,0
212,Jawa Pos,@jawapos,2021-11-23T06:02:28.000Z,"Dugaan Kekerasan Seksual di Unud, Polisi Akan Koordinasi Kampus
radarbali.jawapos.com
Dugaan Kekerasan Seksual di Unud, Polisi Akan Koordinasi Kampus
polresta denpasar akan melakukan koordinasi dengan pihak kampus untuk menindaklanjuti isu yang beredar terkait 42 orang korban pelecehan seksual.",,0,0,0
213,Gabrielle,@a_roused,2021-11-23T05:48:20.000Z,"Pernah liat interview pak nadim sama mbak love yg bilang kalau kasus kekerasan seksual di ranah kampus yg ga dilaporin nyampe angka 67% dan 77% dosen seindo tau,, somehow miris bgt
Agatha
@earthmixnation
 · Nov 23
Lo liat skrg kayak domino effect, kampus-kampus gede mulai keliatan kasusnya. Dan itu baru ujung jadi gunung es nya 
Show this thread
1
3",,1,0,3
214,~heynuna,@darkchocoalmond,2021-11-23T05:31:48.000Z,"Btw, kemaren duduk sama orang dari Dinas Pemberdayaan Perempuan dan Anak yang pro Ketahanan Keluarga. Ketika bicara soal kekerasan seksual di kampus tau apa yang dia bilang? Korban ga bisa say no karena kekurangan kasih sayang ayah. Pelaku jadi pelaku karena guncangan emosional
1",,1,0,0
215,LPM Kavling10 (UAPKM UB),@lpmkavling10,2021-11-23T05:29:19.000Z,"Hai, Soka!

Mika punya opini terbaru mengenai dosa- dosa yang dikubur di kampus ketika bicara kasus pelecehan dan kekerasan seksual yang ternyata memang belum mendapat perhatian khusus dari kampus.

Selengkapnya, kunjungi tautan berikut ini!
https://kavling10.com/2021/11/petinggi-mahasiswa-dan-gadis-gadis-yang-ia-ajak-tidur/…
6
13",,0,6,13
216,CokroTV,@cokro_tv,2021-11-23T05:11:33.000Z,"Investigasi Tempo soal kekerasan seksual di kampus sungguh menakutkan. Ada banyak cerita tentang bagaimana kekerasan seksual terjadi di kampus2 ternama Indonesia dan pelakunya adalah dosen senior bahkan profesor.
youtube.com
MAHASISWI MELAWAN KEKERASAN SEKSUAL PARA DOSENNYA | Shelter CSW
Majalah Tempo terbaru memuat laporan utama tentang kekerasan seksual di kampus. Dan hasil investigasi Tempo sungguh menakutkan. Tempo menurunkan sejumlah cer...
1
9",,0,1,9
217,wan,@hermawans06,2021-11-23T04:49:55.000Z,"coba tiap kampus diselidiki supaya pelecehan seksual gk terulang terus menerus. semakin kesini beritanya semakin ke buka semua setiap kampus di Indonesia ada kasus pelecahan seksual,miris dengernya kampus yg harusnya jd pusat pendidikan eh malah disalahgunakan oleh oknum tertentu
2",,0,0,2
218,Detroit,@kelincitumis,2021-11-23T04:48:48.000Z,"Replying to 
@bertanyarl
Bagus bgt, akhirnya ada payung hukum yg jelas untuk melindungi korban2 pelecehan seksual khusu nya di kampus.",,0,0,0
219,Lin An,@LinAn95859684,2021-11-23T03:53:02.000Z,"#Opini — Menilik sikap tangan besi Pemerintah dalam menerapkan Permendikbud 30/2021, sebenarnya target apa yang ingin diraih? Benarkah sikap garang Pemerintah ini demi membela para korban kekerasan seksual di kampus dan mencegah kasusnya kian meningkat?

https://m.facebook.com/MuslimahNewsCom/posts/2021304961380642/…",,0,0,0
220,Ade Armando,@AdeArmando24,2021-11-23T03:32:49.000Z,"https://youtube.com/watch?v=HOLKFQtse0A&t=24s…
Gila! Ternyata kejahatan seksual terjadi di banyak kampus . Pelakunya bahkan profesor ternama. Hanya satu kata: lawan!
youtube.com
MAHASISWI MELAWAN KEKERASAN SEKSUAL PARA DOSENNYA | Shelter CSW
Majalah Tempo terbaru memuat laporan utama tentang kekerasan seksual di kampus. Dan hasil investigasi Tempo sungguh menakutkan. Tempo menurunkan sejumlah cer...
15
7
61",,15,7,61
221,& Elevating Earth ®,@BreezeMessenger,2021-11-23T03:30:31.000Z,"Replying to 
@tamrintomagola
Saya pribadi belum pernah tahu bhw ada kasus pelecehan seksual di kampus. Mayoritas orang kita gak gitu-gitu amat. Yg nyimpang mungkin aja ada sih.",,0,0,0
222,ArmanBujadhna,@ABujadhna,2021-11-23T03:23:43.000Z,"#Opini — Menilik sikap tangan besi Pemerintah dalam menerapkan Permendikbud 30/2021, sebenarnya target apa yang ingin diraih? Benarkah sikap garang Pemerintah ini demi membela para korban kekerasan seksual di kampus dan mencegah kasusnya kian meningkat?

https://m.facebook.com/MuslimahNewsCom/posts/2021304961380642/…",,0,0,0
223,Indah Utari,@Indrieutari,2021-11-23T00:31:10.000Z,"@muslimahnewscom
 Menilik sikap tangan besi Pemerintah dalam menerapkan Permendikbud 30/2021, sebenarnya target apa yang ingin diraih? Benarkah sikap garang Pemerintah ini demi membela korban kekerasan seksual di kampus dan mencegah kasusnya kian meningkat?
muslimahnews.com
Kebijakan Tangan Besi dalam Permendikbud 30/2021, Demi Siapa? - Muslimah News
Menilik sikap tangan besi Pemerintah dalam menerapkan Permendikbud 30/2021, sebenarnya target apa yang ingin diraih? Benarkah sikap garang Pemerintah ini demi membela para korban kekerasan seksual di...",,0,0,0
224,Tati Samhadi,@tatisamhadi,2021-11-23T00:15:52.000Z,"Masih soal kekerasan sksual di kampus dan meluruskan  pandangan yang tidak tepat terkait ”consent”,  Sri Wiyanti Eddyono menulis   ""Konsep ”Persetujuan” dalam Kekerasan Seksual"" di Opini Kompas, hari ini, Selasa (23/11/2021)
https://kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual…
@hariankompas
kompas.id
Konsep ”Persetujuan” dalam Kekerasan Seksual
Tulisan ini ingin meluruskan pandangan-pandangan yang tidak tepat terkait ”consent” khususnya dari perspektif hukum pidana yang menjadi landasan pengaturan kekerasan seksual.
3
8",,0,3,8
225,PAY,@BNGPY,2021-11-22T23:59:30.000Z,"Ramai kasus kekerasan seksual di kampus ini udah ada yang pakai argumen: ""Ya kalau dicari-cari kesalahannya ya pasti kena semua lah..."", belum?",,0,0,0
226,IG: @Beritabalimedia,IG: @Beritabalimedia,2021-11-22T23:54:41.000Z,"Begini Antisipasi Pelecehan Seksual di Kampus Poltrada Bali - http://Beritabali.com
news.beritabali.com
Begini Antisipasi Pelecehan Seksual di Kampus Poltrada Bali - Beritabali.com
Begini antisipasi kasus pelecehan seksual di Kampus Poltrada Bali yakni salah satunya dengan menekankan pengawasan internal dan eksternal.",,0,0,0
227,narasipost.com,@narasipost,2021-11-22T23:45:46.000Z,"*Kampus Darurat Pelecehan Seksual dan Wacana Hegemoni Global di Balik Ambigu Regulasi Liberal*
Kampus adalah rumah bagi para intelektual dalam menimba ilmu, mengasah kemampuan berpikir serta nalar kritisnya.
Baca selengkapnya ...
https://narasipost.com/2021/11/20/kampus-darurat-pelecehan-seksual-dan-wacana-hegemoni-global-di-balik-ambigu-regulasi-liberal/…
@Shareaholic
 
#np
#media
narasipost.com
Kampus Darurat Pelecehan Seksual dan Wacana Hegemoni Global di Balik Ambigu Regulasi Liberal
""Sudah ada banyak sekali draf kebijakan yang berusaha digodok untuk disepakati bersama, namun seringnya kontroversi yang justru menyeruak sebelum palu terketok atasnya. Salah satunya adalah Peraturan...",,0,0,0
228,pai,@choco_baebae,2021-11-22T21:51:33.000Z,"Replying to 
@wafflekies01
 and 
@bertanyarl
Permendikbud ini fokusnya di kekerasan seksual dimana terjadi atas dasar paksaan dan tanpa persetujuan korban. Beda dengan tindakan asusila. Bukan berarti melegalkan zina atau semacamnya karena fokusnya beda. Untuk hal normatif kaya gitu udah ada di peraturan kampus si harusnya
1",,1,0,0
229,kocheng,@TARYOKOLANJAR,2021-11-22T21:51:07.000Z,"Kotak Pandora. 
Kmrn politikus PKS yg ngomong "" ..kampus Khan daring..kok masalah kekerasa seksual tiba tiba muncul. Ada apa ini?..."" . Inilah jawabannya bang 
@PKSejahtera
Ibnu Tasrip al-Wibuwi
@IbnuTasrip
 · Nov 21
>Kasus kekerasan di kampus oleh guru besar UI
>Cuma jadi gosip selama bertahun2 >Bakalan dispill semuanya satu2 oleh satgas
>Adanya permendikbudristek 30
>The iceberg has cracked
Show this thread",,0,0,0
230,Lin An,@LinAn95859684,2021-11-22T21:11:16.000Z,"#Kaffah — Menilik isi Permen PPKS, tampak jelas pertentangannya dengan ajaran Islam dan membahayakan umat. Permen ini, jika diterapkan, belum tentu bisa mencegah kekerasan seksual. Sebaliknya, peraturan ini sudah pasti bisa menyuburkan perilaku seks bebas di lingkungan kampus.",,0,0,0
231,TintaSiyasi.com,@TintaSiyasiID,2021-11-22T15:25:24.000Z,"Mau ke mana arah kampus kalau ini terjadi? Pengajian kampus, mentoring Islam dihalangi, dosen berprestasi disingkirkan dengan isu radikal radikul. Pelajaran agama Islam hanya dua semester, dua jam per minggu. Sementara, sekulerisasi dan liberalisasi seksual dilegalkan dengan
1
15
26",,1,15,26
232,𝗽𝗮𝗻𝗶𝘁𝗶𝗮 𝗵𝗮𝗿𝗶 𝗮𝗸𝗵𝗶𝗿,@aurelleoxx,2021-11-22T15:22:04.000Z,"Replying to 
@cimolvsuniverse
bahas isu yang lagi hangat aja, pelecehan seksual di kampus (?)
1",,1,0,0
233,Rifandi Radityahmad,@radityahmad,2021-11-22T15:03:15.000Z,kebayang gmn dilematisnya satgas anti kekerasan seksual di kampus sih,,0,0,0
234,AkunNyinyir,@Dudurududu1,2021-11-22T14:59:13.000Z,"Replying to 
@richard_whn
 @irhamnapermana
 and 5 others
Mas, konteksnya itu kekerasan seksual, artinya 1 pihak aja yg ingin itu trjadi. Klo kjadian, yg tau cm korban dan pelaku, pasal itu bs jd dasar buat korban nglapor. Skrg klo kduanya sama2 mau bt nglakuin, siapa yg bakal lapor? Krn g nemu tu ada yg bgitu di kampus scr terbuka
1",,1,0,0
235,Seri ):),@oohharixhun,2021-11-22T14:56:16.000Z,"Replying to 
@wafflekies01
 and 
@bertanyarl
Peraturan tentang seks bebas kan ada aturannya sendiri ga sih?? Ini tuh lebih fokus ke kersan seksual terutama yg ada di lingkungan kampus gitu. Tp klo ada yg seks bebas atau aborsi ttp ada tindak lanjutnya tp diaturnya bkn di permendikbud ini
2",,0,0,2
236,tehloly,@cutylolyy,2021-11-22T14:50:10.000Z,"Replying to 
@bertanyarl
Seengganya mem viral kan suatu kasus jadi tau kalo di kampus itu ada yg melakukan pelecehan seksual dan sebagai netizen tinggal ret like komen subscribe biar ditindak lanjut. Aku suka sih aturan ini tapi semoga terealisasikan dengan baik",,0,0,0
237,Agussumatra,@Agussumatra1,2021-11-22T14:49:31.000Z,"Predator seks harus dibuang jauh dari kampus. Sudah waktunya berhenti berlindung dibalik topeng plintiran dan fitnah “legalisasi zina."" Dukung Permendikbud, kampus merdeka kekerasan seksual sekarang juga.",,0,0,0
238,k a i,@metanouia,2021-11-22T14:48:31.000Z,"Replying to 
@wafflekies01
 and 
@bertanyarl
Mungkin temenmu mikirnya dg adanya permendikbud ini berarti melegalkan zina. Padahal inti tujuan adanya permendikbud ini kan buat korban yg mengalami kekerasan seksual di kampus.
1
1",,1,0,1
239,MrFrost podcast,@FriendlyFrost,2021-11-22T14:47:38.000Z,"Permendikbud PPKS dirilis:

Seks bebas makin menggila 
Laporan kekerasan seksual meningkat 

Predator kampus dan yang ngumpetin ketar-ketir
Catch Me Up!
@catchmeupid
 · Nov 22
Setelah menuai pro dan kontra, Permendikbud PPKS udah resmi berlaku nih gengs. 

Makin ke sini, ternyata makin banyak korban yang akhirnya muncul dan melapor Simak yuuuuk update lengkapnya!
Show this thread
1
3
4",,1,3,4
240,Baemax,@AlterBaymax,2021-11-22T14:46:40.000Z,Per-spillan kekerasan seksual di kampus dan banyak nya yg speak up udah kayak fenomena gunung es ya. Jadi pingin tau perspektif Kinan sebagai akdemisi tp doi udah deact.,,0,0,0
241,Suhai(ri) Ahmad: full AZ,@suhairi4hmad,2021-11-22T14:30:42.000Z,"Menunggu kabar dari kampus-kampus lain. Semoga para predator seksual yang berlindung di balik jubah intelektualisme ini segera diproses secara hukum. Dan kalau boleh usul hukuman, dikebiri aja, ya. Biar impas!
Ibnu Tasrip al-Wibuwi
@IbnuTasrip
 · Nov 21
>Kasus kekerasan di kampus oleh guru besar UI
>Cuma jadi gosip selama bertahun2 >Bakalan dispill semuanya satu2 oleh satgas
>Adanya permendikbudristek 30
>The iceberg has cracked
Show this thread
1",,1,0,0
242,Shin,@Sloveyoun8,2021-11-22T13:51:51.000Z,"dan gue baru sadar & bersyukur, dulu selama ngampus gue ga pernah sama sekali mengalami/mendengar pelecehan seksual di kampus, bahkan kepikiran aja engga, bener2 selama ngampus tuh kerasa aman & damai.
Ada si dosen rese tapi cuma sekedar ngasih tugas tambahan, ga pernah aneh2.
1",,1,0,0
243,Komunitas Bambu,@KomunitasBambu,2021-11-22T13:47:44.000Z,"Rasanya campur aduk baca liputan Tempo soal kekerasan seksual di kampus, terutama dari tuturan para korban. Bamin jadi inget part buku Kuasa Rahim tentang kisah Raja Phetracha, yang bikin Bamin membayangkan bagaimana relasi kuasa juga terjadi dan menimpa perempuan di masa lalu.
1
11
39",,1,11,39
244,Arief Setiawan II,@Arief_2792,2021-11-22T13:35:44.000Z,"Replying to 
@catchmeupid
Akhirnya, semoga dengan ini kekerasan seksual di kampus bisa diberantas habis agar tak ada lagi porn fugitive di kampus-kampus Indonesia!
2
8",,2,0,8
245,tirtoid,@TirtoID,2021-11-22T13:29:35.000Z,"Komnas Perempuan merekomendasikan perguruan tinggi di Indonesia untuk membuat tim yang menangani kasus kekerasan seksual berbasis gender di lingkungan kampus.
tirto.id
Komnas Perempuan Usul Kampus Bentuk Tim Tangani Kekerasan Seksual
Maria menjelaskan bahwa tim itu bisa bertugas memastikan korban kekerasan seksual di lingkungan kampus dapat perlindungan yang komprehensif.
2
17
46",,2,17,46
246,@IFA,@IFA,2021-11-22T13:24:47.000Z,"Kenapa semakin kesini kasus kekerasan seksual di kampus semakin terungkap? sebab semakin  banyak yang melapor, korban akan merasa memiliki support system untuk mengadukan peristiwa kelam itu.
1
16",,1,0,16
247,Tsamara Amany,@TsamaraDKI,2021-11-22T13:23:29.000Z,"Seorang korban kekerasan seksual di kampus mengirimkan email aduan ke pihak kampus karena trauma yang dialami. Tidak ada jawaban sama sekali dari kampus sampai pelaku pensiun! Lalu masih ada yang menganggap bahwa Permendikbud nggak penting?
news.detik.com
Viral Korban Pelecehan Seksual di Kampus Kirim Surat Terbuka ke Nadiem
Seorang perempuan yang bekerja sebagai tenaga pendidik di sebuah kampus negeri menulis surat untuk Nadiem. Dia mengaku menjadi korban pelecehan seksual.
15
35
137",,15,35,137
248,Ivoox Indonesia,@ivooxid,2021-11-22T13:06:29.000Z,"Kampus Disarankan Bentuk Tim Tangani Kekerasan Seksual
ivoox.id
Kampus Disarankan Bentuk Tim Tangani Kekerasan Seksual
Komisioner Komnas Perempuan Maria Ulfah Anshor mengatakan pihaknya merekomendasikan perguruan tinggi di Indonesia untuk membuat tim yang menangani kasus kekerasan seksual berbasis gender di lingkun...",,0,0,0
249,HopeHelps UI,@hopehelps_ui,2021-11-22T12:59:45.000Z,"sebuah ruang aman bebas kekerasan seksual di setiap kampus yang ada di Indonesia. Melangkahlah bersama kami untuk melawan stigma peran ganda serta mengadvokasikan isu-isu kekerasan seksual di kampus karena korban membutuhkan kita!
1",,1,0,0
250,Burnout Syndrome,@andar_sihombing,2021-11-22T12:53:28.000Z,"Bukti slama ini korban hnya bisa diam dan kekerasan seksual di kampus bukan omong kosong
Ibnu Tasrip al-Wibuwi
@IbnuTasrip
 · Nov 21
>Kasus kekerasan di kampus oleh guru besar UI
>Cuma jadi gosip selama bertahun2 >Bakalan dispill semuanya satu2 oleh satgas
>Adanya permendikbudristek 30
>The iceberg has cracked
Show this thread
1",,0,1,0
251,Kompas Muda,@kompasmuda,2021-11-22T11:00:00.000Z,"Saat ini, banyak korban pelecehan seksual yang berani bersuara. Kampus pun mulai bergerak menangani kasus pelecehan seksual ini. Apa saja aksi yang mereka lakukan? Simak di sini. #InfoMuda #PelecehanSeksual https://bit.ly/3HIEwBS
1
3
5",,1,3,5
252,jenjen,@atasenita,2021-11-22T10:52:55.000Z,"Pembaca, untuk mendukung pencegahan kekerasan seksual di kampus dan mendorong pengungkapan kasus dengan perspektif melindungi korban pelecehan seksual, kami membuka akses ke dua artikel dalam laporan utama Wabah Predator Seks. Anda bisa membacanya secara gratis.
1
1
1",,1,1,1
253,Quiet Loner,@ThomasLiong1,2021-11-22T10:39:11.000Z,Kasus kekerasan dan pelecehan seksual di beberapa kampus menyeruak pasca permendikbud 30. Moga2 hal itu makin ngasih kesadaran yah buat golongan konservatif-agamis.,,0,0,0
254,Juni,@juniferchantika,2021-11-22T10:36:44.000Z,akhir2 ini banyak kasus pelecehan seksual di kampus yang kebongkar ya,,0,0,0
255,| Nada,@Narniana94_,2021-11-22T10:25:15.000Z,"Buat Pak Nadiem, pak lu keren, siap siap aja tuh predator seksual di kampus, penjara makin sesek sama orang intelektual ngebet sama seks wkwk",,0,0,0
256,Rakyat News,@RakyatdotNews,2021-11-22T10:23:03.000Z,"Kemendikbudristek Dalami Surat Terbuka Korban Pelecehan Seksual di Kampus http://dlvr.it/SCybzV #Kriminal #Kemendikbudristek #KorbanPelecehan
rakyat.news
Kemendikbudristek Dalami Surat Terbuka Korban Pelecehan Seksual di Kampus - Rakyat News
""Surat Terbuka sudah diterima oleh Pusat Penguatan Karakter (Puspeka) Kemendikbudristek untuk didalami,"" kata Nizam dikutip dari CNNIndonesia.com, Senin (22/11/2021).",,0,0,0
257,Majalah Tempo,@temponewsroom,2021-11-22T10:22:33.000Z,"Tweeps, untuk mendukung pencegahan kekerasan seksual di kampus dan mendorong pengungkapan kasus dengan perspektif melindungi korban pelecehan seksual, kami membuka akses dua artikel dalam laporan utama Wabah Predator Seks. #MajalahTempo
1
161
257",,1,161,257
258,Berita Hukum,@berita_hukum,2021-11-22T10:00:34.000Z,"Komnas Perempuan sarankan kampus bentuk tim tangani kekerasan seksual
antaranews.com
Komnas Perempuan sarankan kampus bentuk tim tangani kekerasan seksual
Komisioner Komnas Perempuan Maria Ulfah Anshor mengatakan pihaknya merekomendasikan perguruan tinggi di Indonesia untuk membuat tim yang menangani kasus ...",,0,0,0
